food_name,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,calcium_mg,ingredients,Meal Type,Cluster,Breakfast,Lunch,Dinner,Bevrage,Curry,Snack,chutney
Keerai masiyal(1 plate),850,120.22,5,2.9,5,0.5,2.5,0,50.1,"Spinach, spices",veg,1,0,1,0,0,0,0,0
Keerai sadam(1 plate),800,250.09,50,3.9,5,1,2,0,40,"Spinach, rice, spices",veg,1,0,1,0,0,0,0,0
Keerai poriyal(1 plate),600,149.45,7,2.7,4,0.5,2,70,35,"Spinach, coconut, spices",veg,1,0,1,0,0,0,0,0
Beef Fry(1 plate),1200,350.1,3,25.8,20,1,0.8,0,10,"Beef, spices",non veg,1,0,0,0,0,1,0,0
Kootu(1 plate),850,180.11,12,3.8,7,1,3,0,50,"Mixed vegetables, lentils, coconut",veg,1,0,0,0,0,1,0,0
Kos kootu(1 plate),800,160,10,2.8,7,0.5,3.5,0,39.5,"Cabbage, lentils, coconut",veg,1,0,0,0,0,1,0,0
Koshambri(1 cup),400,120.11,8,1.8,3,0.5,1.5,0,14.5,"Lentils, cucumber, spices",veg,1,0,0,0,0,1,0,0
Masala Dosa(1 piece),800,350,40,5.8,10,2,2.5,0,20.1,"Rice batter, potato stuffing",veg,1,1,0,0,0,0,0,0
Pachadi(1 cup),450,120.56,10,1.5,5,1.5,1,0,30.2,"Yogurt, vegetables, spices",veg,1,0,0,0,0,1,0,0
Paniyaram(5 pieces),200,160,20,3.8,8,1,1,0,10.2,"Rice batter, spices",veg,1,0,0,0,1,0,0,0
Papadum(1 piece),150,50,8,6.5,0.5,0.1,1,0,39.8,"Lentil flour, spices",veg,1,0,0,0,1,0,0,0
Paravannam(1 plate),950,320.4,40,2.1,10,22,0.5,0,51.2,"Rice, milk, sugar",veg,0,0,0,0,1,0,0,0
Payasam(1 plate),1100,310.2,50,3.9,12,25,0.8,20,40.1,"Milk, sugar, vermicelli",veg,0,0,0,0,1,0,0,0
Paruppu sadam(1 plate),950,220,60,5.9,6,1,2,0,25.1,"Lentils, rice, ghee",veg,0,0,0,0,0,1,0,0
Pesarattu(1 piece),400,160.15,35,6.9,4,0.5,2,0,20.1,"Green gram, spices",veg,1,1,0,0,0,0,0,0
Poriyal(1 plate),600,160.22,10,1.7,5,0.5,2.5,0,15.2,"Stir-fried vegetables, spices",veg,1,1,0,0,0,0,0,0
Puli sadam(1 plate),850,230.54,55,4.8,4,2,1.5,0,20.1,"Tamarind, rice, spices",veg,0,0,1,0,0,0,0,0
Rasam(1 bowl),450,60,8,2.5,1,0.5,1,0,15.2,"Tamarind, spices, lentils",veg,1,0,0,0,0,1,0,0
Puttu(1 plate),500,210.9,45,1.6,3,0.5,2.5,0,10.2,"Rice flour, coconut",veg,1,0,0,0,0,1,0,0
Sambar(1 bowl),600,160.23,12,3.8,3,1,2,0,40.8,"Lentils, vegetables, tamarind",veg,1,0,0,0,0,1,0,0
Sandige(1 plate),300,190.9,7,2,8,1,1,0,20.1,Lentil fritters,veg,1,0,0,0,0,1,0,0
Sevai(1 plate),800,220.2,30,4,1,0.5,0.8,0,10.1,Rice noodles,veg,1,0,0,0,0,1,0,0
Thayir sadam(1 plate),950,256.82,50.1,5,5,2,1,0,120,"Rice, yogurt, spices",veg,0,0,0,0,0,1,0,0
Theeyal(1 plate),850,250,12.2,3.1,7,2,2,0,30.2,"Tamarind, coconut, vegetables",veg,1,0,0,0,0,1,0,0
Uttapam(1 piece),600,220,35.1,3.5,8,1.5,1.8,0,15.2,"Rice batter, vegetables",veg,1,1,0,0,0,0,0,0
Vada(1 piece),700,150.25,20,5.9,12,1.5,1,0,19.8,"Lentils, spices",veg,1,1,0,0,0,0,0,0
Chicken Varuval(1 plate),1000,350.1,6,16.1,15,0.5,0.8,90,30.2,"Chicken, spices",non veg,1,1,0,0,0,0,0,0
Upma(1 plate),750,160.25,35,3.9,5,1,1.5,0,14.8,"Semolina, spices, vegetables",veg,1,1,0,0,0,0,0,0
Amti(1 plate),850,120.8,12,3,4,1,2.5,0,39.8,"Lentils, tamarind, spices",veg,1,0,0,0,0,1,0,0
Zunka(1 plate),800,185.25,15,5,4,0.5,2,0,30.2,"Gram flour, spices",veg,1,0,1,0,0,0,0,0
Kolim Jawla(1 plate),1000,180,10,18.1,5,0.2,0.8,50,120.1,"Dried prawns, spices",veg,1,0,0,0,0,1,0,0
Saath(1 plate),450,160,55,2.8,4,0.5,1,0,20.1,"Lentils, rice, spices",veg,1,0,0,0,0,1,0,0
Bajri no rotlo(1 plate),850,150,25,5.8,4,0.5,3,0,15.4,"Bajra flour, water",veg,1,0,0,0,0,1,0,0
Coconut vada(1 piece),700,220.98,18,2.9,15,18,1,0,10.5,"Coconut, sugar",veg,1,0,1,0,0,0,0,0
Bhakri(1 plate),850,160.85,20,6.7,6,0.5,3,0,10.2,"Whole wheat flour, water",veg,1,0,0,0,0,1,0,0
Bombil fry(1 plate),950,260.45,5,15.1,12,0.5,0.2,90,154.1,"Bombay duck fish, spices",non veg,1,0,0,0,0,1,0,0
Chakali(1 plate),300,220.9,30.5,5.9,15,1.5,1,5,20,"Rice flour, gram flour, spices",veg,1,0,0,0,0,1,0,0
Chevdo(1 plate),950,320.22,40.2,4.3,20,4,2,0,10,"Flattened rice, peanuts, spices",veg,1,0,0,0,0,1,0,0
Chorafali(1 plate),200,220.85,25.1,4.8,12,1,1.5,0,15,"Gram flour, spices",veg,1,0,0,0,0,1,0,0
Copra paak(1 cup),750,300.85,35.2,1.8,15,20,1,0,4.9," Coconut, sugar",veg,0,0,0,0,0,1,0,0
Daal Dhokli(1 plate),1200,320.9,50,5.8,8,2,3,0,40.1,"Lentils, wheat, spices",veg,0,0,0,0,0,1,0,0
Kutchi dabeli(1 plate),1000,345.22,60,3.8,10,10,2,10,20.1,"Bread, potato, spices",veg,0,0,0,0,0,1,0,0
Dahi vada(2 pieces),800,160.85,25,4.8,12,4,1,5,100,"Lentil dumplings, yogurt, spices",veg,1,0,0,0,0,1,0,0
Dalithoy(1 plate),500,120.5,8,5,4,0.5,2.5,0,40,"Lentils, coconut, spices",veg,1,0,0,0,0,1,0,0
Dhokla(1 plate),350,175.12,15,7,3,3,1.5,0,80,"Gram flour, yogurt, spices",veg,1,1,0,0,0,0,0,0
Dudhi halwa(1 cup),950,290.55,30,3,10,15,1,30,30.2,"Bottle gourd, milk, sugar",veg,0,0,0,0,1,0,0,0
Gatta curry(1 plate),1200,239.9,20,8,12,2,2.5,10,50.2,"Gram flour dumplings, yogurt, spices",veg,1,0,0,0,0,1,0,0
Gud papdi(1 plate),600,320,50,2,15,20,0.5,0,4.7,"Wheat flour, jaggery, ghee",veg,0,0,0,0,0,0,1,0
Ghooghra(1 plate),750,280.8,45,2.9,12,10,1,0,10.8,"Flour, semolina, sugar",veg,0,0,0,0,1,0,0,0
Handwo(1 plate),850,280.9,30,7.8,8,2,1.5,10,50.1,"Gram flour, vegetables, spices",veg,1,0,0,0,1,0,0,0
Halvasan(1 plate),600,320.85,35,3.9,10,18,0.8,20,30.2,"Milk, sugar, semolina",veg,0,0,0,0,1,0,0,0
Jeera Aloo(1 plate),950,250,20.6,2.8,8,1.5,2.5,0,10.2,"Potatoes, cumin seeds, spices",veg,1,0,0,0,0,1,0,0
Kansar(1 plate),900,410.9,50.2,3.8,6,10,0.5,10,20.8,"Wheat flour, jaggery, ghee",veg,0,0,0,0,1,0,0,0
Keri no ras(1 plate),750,190,35.6,0.9,1,8,1,0,4.1,"Mango pulp, sugar",veg,1,0,0,0,1,0,0,0
Khakhra(1 piece),400,100.12,20.5,5.3,5,1,1,10,30.2,"Whole wheat flour, spices",veg,1,0,0,0,0,0,1,0
Khandvi(1 piece),200,180.1,12.5,5.3,4,2.5,1,5,80.1,"Gram flour, yogurt, spices",veg,1,1,0,0,0,0,0,0
Kombdi vade(1 piece),1000,400,50,15.1,15,1,2,35,30.2,"Chicken curry, rice flour bread",non veg,0,1,0,0,0,0,0,0
Laapsi(1 bowl),1200,250.9,45,2.8,8,8,1.2,5,10.2,"Broken wheat, jaggery, ghee",veg,0,0,0,0,1,0,0,0
Koshimbir(1 cup),400,145.77,6,0.9,4,1,1,0,19.8,"Vegetables, yogurt, spices",veg,1,1,0,0,0,0,0,0
Methi na Gota(1 plate),300,280.24,30,5.9,12,2,1.5,0,40.1,"Fenugreek leaves, gram flour, spices",veg,1,0,0,0,0,0,1,0
Mohanthal(1 plate),850,420.67,45,2.6,15,22,0.8,15,10.2,"Gram flour, sugar, ghee",veg,0,0,0,0,1,0,0,0
Muthiya(1 plate),450,150.45,20,4.9,5,2,2.5,0,29.8,"Grated vegetables, gram flour, spices",veg,1,0,0,0,0,0,1,0
Patra(1 plate),200,200.99,25,5,8,3,1.5,0,40.1,"Colocasia leaves, gram flour, spices",veg,1,0,0,0,0,0,1,0
Pav Bhaji(1 plate),1500,380.88,45,4,15,3,3,0,30.2,"Bread, mixed vegetable curry",veg,0,0,0,0,0,0,1,0
Puri Bhaji(1 plate),1200,320.85,40,4,12,2,3,0,20.1,"Fried bread, potato curry",veg,1,0,0,0,0,0,1,0
Sabudana Khichadi(1 plate),900,330,55,5,10,2,2.5,0,10.2,"Tapioca pearls, peanuts, spices",veg,0,1,0,0,0,0,0,0
Sev khamani(1 plate),800,280.99,35.2,6,12,6,1.2,10,39.8,"Gram flour, spices",veg,1,1,0,0,0,0,0,0
Sev tameta(1 plate),850,250.8,20,3.7,10,3,1.5,0,19.8,"Sev, tomato gravy",veg,1,1,0,0,0,0,0,0
Namakpara(1 plate),250,280.85,60,2.6,8,1,0.5,5,4.9,"Flour, salt, spices",veg,0,0,0,0,0,0,1,0
Sukhdi(1 plate),500,380.12,45,2.6,15,18,1,0,10.2,"Wheat flour, jaggery, ghee",veg,0,0,0,0,0,0,1,0
Surnoli(1 plate),400,245.12,30,2.9,6,6,0.8,10,14.9,"Rice, jaggery, coconut",veg,1,1,0,0,0,0,0,0
Thalipeeth(2 pieces),800,275.45,25,5.9,8,1,3,0,30.2,"Multigrain flour, spices",veg,1,1,0,0,0,0,0,0
Undhiyu(1 plate),1200,390.23,20.2,4.5,15,4,3,0,40.2,"Mixed vegetables, spices",veg,1,0,0,0,0,1,0,0
Veg Kolhapuri(1 plate),1000,380.12,18.2,4.8,12,4,2.5,0,30.2,"Mixed vegetables, spices",veg,1,0,0,0,0,1,0,0
Vindaloo(1 plate),1100,380.9,10,7.9,20,2,2,50,40.1,"Meat, vinegar, spices",non veg,1,0,0,0,0,1,0,0
Lilva Kachori(1 plate),450,300.1,40,5.9,15,3,2.5,10,19.8,"Pigeon peas, flour, spices",veg,1,0,0,0,0,0,1,0
Mag Dhokli(1 plate),950,345.67,35,4.6,8,2,2,0,49.2,"Green gram, wheat, spices",veg,1,0,0,0,0,0,1,0
Khichu(1 plate),800,180.12,25.6,2.7,3,0.5,2,0,9.8,"Rice flour, spices",veg,1,0,0,0,0,0,1,0
Thepla(1 plate),500,155.99,15.2,5.4,5,1,2.5,0,30.2,"Wheat flour, fenugreek, spices",veg,1,0,0,0,0,0,1,0
Farsi Puri(1 plate),200,280.12,55,3.7,8,1,1.5,0,10,"Flour, ghee, spices",veg,1,0,0,0,0,0,1,0
Khaman(1 plate),350,180,20,6.7,3,3,1.2,0,60,"Gram flour, yogurt, spices",veg,1,1,0,0,0,0,0,0
Turiya Patra Vatana sabji(1 plate),800,250.99,18,4.1,6,3,3,0,40,"Ridge gourd, colocasia leaves, spices",veg,1,0,0,0,0,1,0,0
Churma Ladoo(1 piece),700,320.9,20,4,12,20,1,5,120.2,"Wheat flour, jaggery, ghee",veg,1,0,0,0,1,0,0,0
Cheera Doi(1 plate),600,300.2,30,4,8,12,0.8,15,10.5,"Spinach, yogurt, spices",veg,1,0,0,0,1,0,0,0
Gheela Pitha(1 plate),500,250.9,40,3,5,6,1,0,30.2,"Rice flour, jaggery, coconut",veg,1,0,0,0,1,0,0,0
Khar(1 plate),850,250.09,10,4,3,0.5,2.5,0,30.2,"Vegetables, alkali, spices",veg,1,0,0,0,0,1,0,0
Kumol Sawul(1 plate),600,220.8,75.2,4,2,1,1.5,0,10.2,"Soft rice, sugar, milk",veg,0,0,0,0,0,1,0,0
Luchi(1 plate),500,300.12,12,2.1,10,1,1,5,10.2,"Flour, ghee",veg,1,1,0,0,0,0,0,0
Alu Pitika(1 plate),950,200.89,20,2.6,6,1,2,0,14.8,"Mashed potatoes, mustard oil, spices",veg,1,0,0,0,0,1,0,0
Masor tenga(1 plate),800,180.45,5,7.5,4,1.5,1,40,40.8,"Fish, tomatoes, spices",non veg,1,0,0,0,0,1,0,0
Bengena Pitika(1 plate),800,190.42,8,2.5,5,1,2.5,0,30.2,"Mashed brinjal, mustard oil, spices",veg,1,0,0,0,0,1,0,0
Bilahi Maas(1 plate),1100,220.82,10,15,6,2,0.8,45,40.2,"Fish, tomatoes, spices",non veg,1,0,0,0,0,1,0,0
Black rice(1 plate),1000,180.9,70,8,1,0.5,4,0,10.8,"Black rice, sugar",veg,0,0,1,0,0,0,0,0
Bora Sawul(1 plate),800,220.01,72,5.4,2,0.5,2,0,20.2,"Sticky rice, sugar",veg,0,0,1,0,0,0,0,0
Brown Rice(1 plate),900,230,23,7.6,2,0.2,3,0,20.2,"Brown rice, water",veg,1,0,1,0,0,0,0,0
Chingri malai curry(1 plate),1200,420.9,12,12,15,1.5,1,55,50.1,"Prawns, coconut milk, spices",non veg,1,0,0,0,0,1,0,0
Goja(1 plate),350,320.25,60,0.7,12,15,0.8,20,4.9,"Flour, sugar",veg,0,0,0,0,1,0,0,0
Koldil Chicken(1 plate),1000,400,5,13.5,10,1,1.5,90,30.2,"Banana flower, chicken, spices",non veg,1,0,0,0,0,1,0,0
